Gene,Attention_Score
VPS29,1.0570302
PPTC7,1.0570302
TCTN1,1.0570302
HVCN1,1.0570302
PPP1CC,1.0570302
LINC01405,1.0570302
CUX2,1.0570302
SH2B3,1.0570302
ALDH2,1.0570302
MAPKAPK5-AS1,1.0570302
ERP29,1.0570302
RPL6,1.0570302
PTPN11,1.0570302
RPH3A,1.0570302
RASAL1,1.0570302
DDX54,1.0570302
RITA1,1.0244148
TPCN1,1.0244148
SLC8B1,1.0244148
SDS,1.0244148
SDSL,1.0244148
C12orf49,1.0244148
HRK,1.0244148
TESC,1.0244148
NOS1,1.0244148
KSR2,1.0244148
WSB2,1.0244148
SRRM4,1.0244148
HSPB8,1.0244148
TMEM233,1.0244148
PRKAB1,1.0244148
BICDL1,1.0244148
RAB35,1.0244148
PXN,1.0244148
SIRT4,1.0244148
COX6A1,1.0244148
TRIAP1,1.1608996
DYNLL1,1.1608996
CABP1,1.1608996
MLEC,1.1608996
SPPL3,1.1608996
C12orf43,1.1608996
CAMKK2,1.1608996
KDM2B,1.1608996
MORN3,1.1608996
RHOF,1.1608996
LINC01089,1.1608996
BCL7A,1.1608996
MLXIP,1.1608996
B3GNT4,1.1608996
DIABLO,1.1608996
ZCCHC8,1.1608996
RSRC2,1.1608996
DENR,1.1608996
VPS37B,1.1608996
PITPNM2,1.1608996
MPHOSPH9,1.0379825
CDK2AP1,1.0379825
SBNO1,1.0379825
RILPL2,1.0379825
SNRNP35,1.0379825
RILPL1,1.0379825
TCTN2,1.0379825
CCDC92,1.0379825
ZNF664,1.0379825
NCOR2,1.0379825
UBC,1.0379825
AACS,1.0379825
TMEM132B,1.0379825
LINC00507,1.0379825
TMEM132C,1.0379825
GLT1D1,1.0379825
TMEM132D,1.0379825
FZD10,1.0379825
RIMBP2,1.0379825
STX2,1.0379825
RAN,1.3242257
ULK1,1.3242257
EP400,1.3242257
LINC02361,1.3242257
GALNT9,1.3242257
FBRSL1,1.3242257
LRCOL1,1.3242257
PGAM5,1.3242257
ANKLE2,1.3242257
ZNF84,1.3242257
ZNF140,1.3242257
ZNF10,1.3242257
ZNF268,1.3242257
ZMYM5,1.3242257
GJB6,1.3242257
CRYL1,1.3242257
IFT88,1.3242257
IL17D,1.3242257
LATS2,1.3242257
SAP18,1.3242257
FGF9,0.8859093
SACS,0.8859093
SPATA13,0.8859093
TPTE2P6,0.8859093
CENPJ,0.8859093
TPTE2P1,0.8859093
ATP8A2,0.8859093
RNF6,0.8859093
WASF3,0.8859093
USP12,0.8859093
RASL11A,0.8859093
GTF3A,0.8859093
LNX2,0.8859093
POLR1D,0.8859093
FLT3,0.8859093
FLT1,0.8859093
POMP,0.8859093
SLC46A3,0.8859093
MTUS2,0.8859093
SLC7A1,0.8859093
UBL3,0.8266202
KATNAL1,0.8266202
UBE2L5,0.8266202
HMGB1,0.8266202
ALOX5AP,0.8266202
MEDAG,0.8266202
TEX26,0.8266202
B3GLCT,0.8266202
N4BP2L1,0.8266202
N4BP2L2,0.8266202
PDS5B,0.8266202
STARD13,0.8266202
RFC3,0.8266202
DCLK1,0.8266202
SPART,0.8266202
CCNA1,0.8266202
SERTM1,0.8266202
SMAD9,0.8266202
ALG5,0.8266202
EXOSC8,0.8266202
SUPT20H,0.9789211
TRPC4,0.9789211
UFM1,0.9789211
FOXO1,0.9789211
SLC25A15,0.9789211
KBTBD6,0.9789211
MTRF1,0.9789211
NAA16,0.9789211
VWA8,0.9789211
DGKH,0.9789211
ENOX1,0.9789211
CCDC122,0.9789211
SERP2,0.9789211
TSC22D1,0.9789211
GTF2F2,0.9789211
KCTD4,0.9789211
TPT1,0.9789211
LCP1,0.9789211
LRRC63,0.9789211
LRCH1,0.9789211
ESD,1.3417803
HTR2A,1.3417803
SUCLA2,1.3417803
LPAR6,1.3417803
FNDC3A,1.3417803
CDADC1,1.3417803
CAB39L,1.3417803
DLEU7,1.3417803
INTS6,1.3417803
WDFY2,1.3417803
ATP7B,1.3417803
VPS36,1.3417803
HNRNPA1L2,1.3417803
SUGT1,1.3417803
CNMD,1.3417803
PCDH8,1.3417803
OLFM4,1.3417803
PCDH17,1.3417803
DIAPH3,1.3417803
TDRD3,1.3417803
PCDH20,1.0639613
OR7E156P,1.0639613
KLHL1,1.0639613
DACH1,1.0639613
DIS3,1.0639613
KLF12,1.0639613
TBC1D4,1.0639613
UCHL3,1.0639613
LMO7,1.0639613
KCTD12,1.0639613
EDNRB,1.0639613
NDFIP2,1.0639613
SLITRK1,1.0639613
SLITRK6,1.0639613
SLITRK5,1.0639613
GPC5,1.0639613
GPC6,1.0639613
TGDS,1.0639613
SOX21,1.0639613
DNAJC3,1.0639613
UGGT2,1.1558686
HS6ST3,1.1558686
MBNL2,1.1558686
IPO5,1.1558686
FARP1,1.1558686
STK24,1.1558686
DOCK9,1.1558686
GPR183,1.1558686
TM9SF2,1.1558686
TMTC4,1.1558686
FGF14,1.1558686
TPP2,1.1558686
TEX30,1.1558686
EFNB2,1.1558686
ARGLU1,1.1558686
FAM155A,1.1558686
ABHD13,1.1558686
TNFSF13B,1.1558686
MYO16,1.1558686
COL4A1,1.1558686
ING1,1.2704511
ARHGEF7,1.2704511
TEX29,1.2704511
TUBGCP3,1.2704511
ATP11A,1.2704511
MCF2L,1.2704511
MCF2L-AS1,1.2704511
PCID2,1.2704511
ADPRHL1,1.2704511
DCUN1D2,1.2704511
TFDP1,1.2704511
TMEM255B,1.2704511
GAS6,1.2704511
RASA3,1.2704511
UPF3A,1.2704511
LINC01296,1.2704511
CCNB1IP1,1.2704511
PARP2,1.2704511
TEP1,1.2704511
PIP4P1,1.2704511
PNP,1.1418185
RNASE6,1.1418185
METTL17,1.1418185
NDRG2,1.1418185
ARHGEF40,1.1418185
ZNF219,1.1418185
HNRNPC,1.1418185
RAB2B,1.1418185
TOX4,1.1418185
SALL2,1.1418185
DAD1,1.1418185
ABHD4,1.1418185
OXA1L,1.1418185
SLC7A7,1.1418185
PRMT5,1.1418185
HAUS4,1.1418185
PSMB5,1.1418185
C14orf119,1.1418185
SLC7A8,1.1418185
HOMEZ,1.1418185
PPP1R3E,1.0434549
BCL2L2,1.0434549
MYH7,1.0434549
THTPA,1.0434549
ZFHX2,1.0434549
AP1G2,1.0434549
JPH4,1.0434549
DHRS2,1.0434549
DHRS4,1.0434549
CARMIL3,1.0434549
CPNE6,1.0434549
PCK2,1.0434549
DCAF11,1.0434549
PSME1,1.0434549
PSME2,1.0434549
RNF31,1.0434549
CHMP4A,1.0434549
NEDD8,1.0434549
GMPR2,1.0434549
TGM1,1.0434549
RABGGTA,0.98179513
STXBP6,0.98179513
NOVA1,0.98179513
FOXG1,0.98179513
LINC01551,0.98179513
PRKD1,0.98179513
COCH,0.98179513
AP4S1,0.98179513
HECTD1,0.98179513
ARHGAP5-AS1,0.98179513
AKAP6,0.98179513
NPAS3,0.98179513
EGLN3,0.98179513
SPTSSA,0.98179513
CFL2,0.98179513
BAZ1A,0.98179513
PPP2R3C,0.98179513
PSMA6,0.98179513
NFKBIA,0.98179513
INSM2,0.98179513
RALGAPA1,1.2218264
BRMS1L,1.2218264
SLC25A21-AS1,1.2218264
MIPOL1,1.2218264
SSTR1,1.2218264
GEMIN2,1.2218264
FBXO33,1.2218264
LRFN5,1.2218264
KLHL28,1.2218264
PRPF39,1.2218264
FKBP3,1.2218264
MIS18BP1,1.2218264
MDGA2,1.2218264
DNAAF2,1.2218264
KLHDC1,1.2218264
KLHDC2,1.2218264
SOS2,1.2218264
L2HGDH,1.2218264
CDKL1,1.2218264
SAV1,1.2218264
ABHD12B,1.2034616
PYGL,1.2034616
TRIM9,1.2034616
FRMD6,1.2034616
GNG2,1.2034616
GPR137C,1.2034616
PSMC6,1.2034616
FERMT2,1.2034616
DDHD1,1.2034616
CDKN3,1.2034616
GMFB,1.2034616
SAMD4A,1.2034616
WDHD1,1.2034616
SOCS4,1.2034616
SOCS7,1.2034616
MAPK1IP1L,1.2034616
KTN1,1.2034616
PELI2,1.2034616
TMEM260,1.2034616
EXOC5,1.2034616
ACTR10,0.86962914
PSMA3-AS1,0.86962914
ARID4A,0.86962914
KIAA0586,0.86962914
DACT1,0.86962914
RTN1,0.86962914
PCNX4,0.86962914
DHRS7,0.86962914
PPM1A,0.86962914
SLC38A6,0.86962914
SNAPC1,0.86962914
LINC00643,0.86962914
KCNH5,0.86962914
ZBTB25,0.86962914
AKAP5,0.86962914
ZBTB1,0.86962914
SPTB,0.86962914
RAB15,0.86962914
MAX,0.86962914
GPHN,0.86962914
MPP5,0.81081146
EIF2S1,0.81081146
TMEM229B,0.81081146
ARG2,0.81081146
VTI1B,0.81081146
RDH12,0.81081146
ZFYVE26,0.81081146
ZFP36L1,0.81081146
ACTN1,0.81081146
EXD2,0.81081146
GALNT16,0.81081146
CCDC177,0.81081146
SMOC1,0.81081146
ADAM20P1,0.81081146
ADAM20,0.81081146
TTC9,0.81081146
MAP3K9,0.81081146
SIPA1L1,0.81081146
RGS6,0.81081146
DCAF4,0.81081146
PAPLN,0.74674606
NUMB,0.74674606
ACOT2,0.74674606
ACOT4,0.74674606
ALDH6A1,0.74674606
SYNDIG1L,0.74674606
NPC2,0.74674606
EIF2B2,0.74674606
TMED10,0.74674606
JDP2,0.74674606
ESRRB,0.74674606
ZDHHC22,0.74674606
NGB,0.74674606
POMT2,0.74674606
SAMD15,0.74674606
AHSA1,0.74674606
DIO2,0.74674606
STON2,0.74674606
FLRT2,0.74674606
SPATA7,0.74674606
EML5,0.96410275
TTC8,0.96410275
FOXN3,0.96410275
FOXN3-AS1,0.96410275
EFCAB11,0.96410275
CALM1,0.96410275
TTC7B,0.96410275
DGLUCY,0.96410275
GPR68,0.96410275
PPP4R3A,0.96410275
TC2N,0.96410275
FBLN5,0.96410275
TRIP11,0.96410275
NDUFB1,0.96410275
SLC24A4,0.96410275
CHGA,0.96410275
ITPK1,0.96410275
UBR7,0.96410275
UNC79,0.96410275
FAM181A,0.96410275
ASB2,1.1331384
OTUB2,1.1331384
IFI27L1,1.1331384
IFI27,1.1331384
IFI27L2,1.1331384
PPP4R4,1.1331384
SERPINA1,1.1331384
CLMN,1.1331384
TUNAR,1.1331384
C14orf132,1.1331384
BDKRB2,1.1331384
GSKIP,1.1331384
PAPOLA,1.1331384
C14orf177,1.1331384
BCL11B,1.1331384
SETD3,1.1331384
CCNK,1.1331384
CCDC85C,1.1331384
HHIPL1,1.1331384
CYP46A1,1.1331384
BEGAIN,1.0395467
DIO3OS,1.0395467
DIO3,1.0395467
MOK,1.0395467
ZNF839,1.0395467
TECPR2,1.0395467
ANKRD9,1.0395467
TRAF3,1.0395467
CDC42BPB,1.0395467
TNFAIP2,1.0395467
EIF5,1.0395467
CKB,1.0395467
BAG5,1.0395467
ZFYVE21,1.0395467
TDRD9,1.0395467
INF2,1.0395467
ADSSL1,1.0395467
CEP170B,1.0395467
AHNAK2,1.0395467
CLBA1,1.0395467
NUDT14,1.0771964
PACS2,1.0771964
CRIP2,1.0771964
TMEM121,1.0771964
WHAMMP3,1.0771964
CYFIP1,1.0771964
TUBGCP5,1.0771964
MAGEL2,1.0771964
NDN,1.0771964
SNHG14,1.0771964
PWARSN,1.0771964
PWAR5,1.0771964
IPW,1.0771964
UBE3A,1.0771964
ATP10A,1.0771964
GABRB3,1.0771964
GABRA5,1.0771964
OCA2,1.0771964
APBA2,1.0771964
FAM189A1,1.0771964
NSMCE3,0.9968648
CHRNA7,0.9968648
DNM1P50,0.9968648
KLF13,0.9968648
SCG5,0.9968648
FMN1,0.9968648
RYR3,0.9968648
EMC7,0.9968648
PGBD4,0.9968648
EMC4,0.9968648
LPCAT4,0.9968648
GOLGA8A,0.9968648
ACTC1,0.9968648
AQR,0.9968648
DPH6,0.9968648
C15orf41,0.9968648
MEIS2,0.9968648
SPRED1,0.9968648
FAM98B,0.9968648
RASGRP1,0.9968648
FSIP1,1.0253136
PAK5,1.0253136
PLCB2,1.0253136
DISP2,1.0253136
RPUSD2,1.0253136
RMDN3,1.0253136
ZFYVE19,1.0253136
RHOV,1.0253136
CHAC1,1.0253136
OIP5-AS1,1.0253136
NDUFAF1,1.0253136
ITPKA,1.0253136
LTK,1.0253136
TYRO3,1.0253136
MAPKBP1,1.0253136
JMJD7,1.0253136
SPTBN5,1.0253136
VPS39,1.0253136
CAPN3,1.0253136
LRRC57,1.0253136
STARD9,1.1733303
TTBK2,1.1733303
CCNDBP1,1.1733303
TUBGCP4,1.1733303
TP53BP1,1.1733303
PPIP5K1,1.1733303
CKMT1B,1.1733303
CKMT1A,1.1733303
PDIA3,1.1733303
ELL3,1.1733303
SERF2,1.1733303
FRMD5,1.1733303
PIN4P1,1.1733303
EIF3J,1.1733303
B2M,1.1733303
SHF,1.1733303
GATM,1.1733303
HMGN2P46,1.1733303
SQOR,1.1733303
SEMA6D,1.1733303
FBN1,1.0046467
CEP152,1.0046467
GALK2,1.0046467
FGF7,1.0046467
DTWD1,1.0046467
SLC27A2,1.0046467
HDC,1.0046467
GABPB1,1.0046467
USP8,1.0046467
TRPM7,1.0046467
AP4E1,1.0046467
DCAF13P3,1.0046467
TNFAIP8L3,1.0046467
SCG3,1.0046467
TMOD3,1.0046467
MAPK6,1.0046467
GNB5,1.0046467
MYO5C,1.0046467
MYO5A,1.0046467
ARPP19,1.0046467
FAM214A,0.90088195
ONECUT1,0.90088195
UNC13C,0.90088195
RSL24D1,0.90088195
DNAAF4,0.90088195
PYGO1,0.90088195
PRTG,0.90088195
RFX7,0.90088195
TEX9,0.90088195
MNS1,0.90088195
ZNF280D,0.90088195
TCF12,0.90088195
MINDY2,0.90088195
RNF111,0.90088195
FAM81A,0.90088195
BNIP2,0.90088195
ANXA2,0.90088195
ICE2,0.90088195
RORA,0.90088195
TLN2,0.90088195
RAB8B,0.56212485
APH1B,0.56212485
CA12,0.56212485
USP3,0.56212485
HERC1,0.56212485
PPIB,0.56212485
TRIP4,0.56212485
OAZ2,0.56212485
PIF1,0.56212485
PLEKHO2,0.56212485
RASL12,0.56212485
UBAP1L,0.56212485
CLPX,0.56212485
IGDCC3,0.56212485
IGDCC4,0.56212485
DPP8,0.56212485
RAB11A,0.56212485
MEGF11,0.56212485
MAP2K1,0.56212485
SNAPC5,0.56212485
RPL4,0.6864145
LCTL,0.6864145
SMAD3,0.6864145
IQCH-AS1,0.6864145
MAP2K5,0.6864145
CALML4,0.6864145
CLN6,0.6864145
ITGA11,0.6864145
DRAIC,0.6864145
UACA,0.6864145
LARP6,0.6864145
LRRC49,0.6864145
THAP10,0.6864145
THSD4,0.6864145
CELF6,0.6864145
ARIH1,0.6864145
HCN4,0.6864145
C15orf59,0.6864145
LOXL1,0.6864145
STOML1,0.6864145
ISLR,1.4250423
SEMA7A,1.4250423
UBL7,1.4250423
UBL7-AS1,1.4250423
ARID3B,1.4250423
CLK3,1.4250423
EDC3,1.4250423
CPLX3,1.4250423
ULK3,1.4250423
MPI,1.4250423
COX5A,1.4250423
RPP25,1.4250423
SCAMP5,1.4250423
NEIL1,1.4250423
CSPG4,1.4250423
DNM1P35,1.4250423
FBXO22,1.4250423
NRG4,1.4250423
TMEM266,1.4250423
SCAPER,1.4250423
PSTPIP1,0.9172169
HMG20A,0.9172169
LINGO1,0.9172169
CIB2,0.9172169
ACSBG1,0.9172169
DNAJA4,0.9172169
CRABP1,0.9172169
CHRNA3,0.9172169
MORF4L1,0.9172169
CTSH,0.9172169
RASGRF1,0.9172169
ANKRD34C,0.9172169
KIAA1024,0.9172169
ST20,0.9172169
BCL2A1,0.9172169
ZFAND6,0.9172169
FAH,0.9172169
CTXND1,0.9172169
ARNT2,0.9172169
ABHD17C,0.9172169
CEMIP,1.0898682
MESD,1.0898682
STARD5,1.0898682
EFL1,1.0898682
GOLGA6L10,1.0898682
AP3B2,1.0898682
SNHG21,1.0898682
TM6SF1,1.0898682
HDGFL3,1.0898682
SH3GL3,1.0898682
ADAMTSL3,1.0898682
UBE2Q2L,1.0898682
LOC440300,1.0898682
GOLGA2P7,1.0898682
SCAND2P,1.0898682
SEC11A,1.0898682
ZNF592,1.0898682
AKAP13,1.0898682
KLHL25,1.0898682
NTRK3,1.0898682
MRPS11,0.98658407
ACAN,0.98658407
MFGE8,0.98658407
RLBP1,0.98658407
FANCI,0.98658407
MIR9-3HG,0.98658407
RHCG,0.98658407
MESP1,0.98658407
ZNF710,0.98658407
ZNF710-AS1,0.98658407
IDH2,0.98658407
CIB1,0.98658407
GABARAPL3,0.98658407
BLM,0.98658407
FES,0.98658407
HDDC3,0.98658407
RCCD1,0.98658407
PRC1,0.98658407
SV2B,0.98658407
SLCO3A1,0.98658407
FAM174B,1.17376
CHD2,1.17376
RGMA,1.17376
LOC440311,1.17376
LINC01197,1.17376
NR2F2-AS1,1.17376
NR2F2,1.17376
SYNM,1.17376
LRRC28,1.17376
MEF2A,1.17376
LYSMD4,1.17376
LINS1,1.17376
ALDH1A3,1.17376
LRRK1,1.17376
SNRPA1,1.17376
PCSK6,1.17376
TM2D3,1.17376
TARSL2,1.17376
POLR3K,1.17376
SNRNP25,1.17376
MPG,0.6833995
HBQ1,0.6833995
LUC7L,0.6833995
ARHGDIG,0.6833995
MRPL28,0.6833995
RAB11FIP3,0.6833995
CAPN15,0.6833995
PIGQ,0.6833995
RAB40C,0.6833995
WFIKKN1,0.6833995
WDR90,0.6833995
RHOT2,0.6833995
RHBDL1,0.6833995
STUB1,0.6833995
FBXL16,0.6833995
CCDC78,0.6833995
HAGHL,0.6833995
CHTF18,0.6833995
GNG13,0.6833995
CACNA1H,0.6833995
UBE2I,0.625045
BAIAP3,0.625045
C16orf91,0.625045
TMEM204,0.625045
CRAMP1,0.625045
JPT2,0.625045
NME3,0.625045
SPSB3,0.625045
IGFALS,0.625045
HAGH,0.625045
RPS2,0.625045
NOXO1,0.625045
SYNGR3,0.625045
ZNF598,0.625045
NTHL1,0.625045
PKD1,0.625045
SNHG19,0.625045
MLST8,0.625045
BRICD5,0.625045
PGP,0.625045
DNASE1L2,0.97183734
TEDC2,0.97183734
TBC1D24,0.97183734
ATP6V0C,0.97183734
FLJ42627,0.97183734
FLYWCH1,0.97183734
KREMEN2,0.97183734
MYT1,0.97183734
TNFRSF12A,0.97183734
HCFC1R1,0.97183734
BICDL2,0.97183734
SLX4,0.97183734
ADCY9,0.97183734
CORO7,0.97183734
VASN,0.97183734
DNAJA3,0.97183734
CDIP1,0.97183734
UBALD1,0.97183734
NUDT16L1,0.97183734
ANKS3,0.97183734
ZNF500,0.57485205
SEPT12,0.57485205
PPL,0.57485205
SEC14L5,0.57485205
NAGPA,0.57485205
RBFOX1,0.57485205
CARHSP1,0.57485205
GRIN2A,0.57485205
ATF7IP2,0.57485205
NUBP1,0.57485205
DEXI,0.57485205
CLEC16A,0.57485205
SOCS1,0.57485205
RMI2,0.57485205
SNN,0.57485205
SNX29,0.57485205
CPPED1,0.57485205
SHISA9,0.57485205
ERCC4,0.57485205
MKL2,0.57485205
PKD1P6-NPIPP1,1.4229984
C16orf45,1.4229984
MARF1,1.4229984
ABCC6,1.4229984
NPIPA8,1.4229984
XYLT1,1.4229984
ITPRIPL2,1.4229984
SYT17,1.4229984
GDE1,1.4229984
IQCK,1.4229984
ACSM5,1.4229984
LYRM1,1.4229984
TMEM159,1.4229984
CRYM,1.4229984
METTL9,1.4229984
IGSF6,1.4229984
UQCRC2,1.4229984
VWA3A,1.4229984
EEF2K,1.4229984
RRN3P3,1.4229984
HS3ST2,1.1531891
USP31,1.1531891
GGA2,1.1531891
EARS2,1.1531891
UBFD1,1.1531891
CHP2,1.1531891
PRKCB,1.1531891
CACNG3,1.1531891
SLC5A11,1.1531891
LCMT1,1.1531891
HS3ST4,1.1531891
NSMCE1,1.1531891
IL4R,1.1531891
GSG1L,1.1531891
NUPR1,1.1531891
RABEP2,1.1531891
NFATC2IP,1.1531891
NPIPB11,1.1531891
QPRT,1.1531891
MVP,1.1531891
SEZ6L2,1.140345
ASPHD1,1.140345
DOC2A,1.140345
ALDOA,1.140345
YPEL3,1.140345
MAPK3,1.140345
CORO1A,1.140345
CD2BP2,1.140345
ZNF48,1.140345
DCTPP1,1.140345
PHKG2,1.140345
ZNF629,1.140345
BCL7C,1.140345
STX1B,1.140345
STX4,1.140345
BCKDK,1.140345
KAT8,1.140345
PYCARD,1.140345
PYDC1,1.140345
ITGAM,1.140345
ITGAX,0.8017427
C16orf58,0.8017427
YBX3P1,0.8017427
CLUHP3,0.8017427
ZNF267,0.8017427
TP53TG3D,0.8017427
LOC390705,0.8017427
UBE2MP1,0.8017427
VPS35,0.8017427
ORC6,0.8017427
C16orf87,0.8017427
GPT2,0.8017427
DNAJA2,0.8017427
NETO2,0.8017427
PHKB,0.8017427
ABCC12,0.8017427
CBLN1,0.8017427
ZNF423,0.8017427
CNEP1R1,0.8017427
HEATR3,0.8017427
ADCY7,0.7938926
CYLD,0.7938926
TOX3,0.7938926
CHD9,0.7938926
RBL2,0.7938926
CRNDE,0.7938926
LPCAT2,0.7938926
MT3,0.7938926
MT2A,0.7938926
MT1L,0.7938926
MT1E,0.7938926
MT1M,0.7938926
MT1JP,0.7938926
MT1A,0.7938926
MT1B,0.7938926
MT1F,0.7938926
MT1G,0.7938926
MT1X,0.7938926
NUP93,0.7938926
HERPUD1,0.7938926
CPNE2,1.2174506
ARL2BP,1.2174506
CX3CL1,1.2174506
CIAPIN1,1.2174506
DOK4,1.2174506
ADGRG1,1.2174506
KATNB1,1.2174506
CNGB1,1.2174506
USB1,1.2174506
MMP15,1.2174506
GINS3,1.2174506
NDRG4,1.2174506
SETD6,1.2174506
CNOT1,1.2174506
GOT2,1.2174506
CDH8,1.2174506
CDH11,1.2174506
BEAN1,1.2174506
TK2,1.2174506
CMTM4,1.2174506
CMTM3,1.0039536
CA7,1.0039536
PDP2,1.0039536
CES4A,1.0039536
CBFB,1.0039536
B3GNT9,1.0039536
TRADD,1.0039536
NOL3,1.0039536
KIAA0895L,1.0039536
ELMO3,1.0039536
TMEM208,1.0039536
FHOD1,1.0039536
SLC9A5,1.0039536
LRRC36,1.0039536
TPPP3,1.0039536
HSD11B2,1.0039536
ATP6V0D1,1.0039536
CARMIL2,1.0039536
ACD,1.0039536
PARD6A,1.0039536
GFOD2,0.69105387
TSNAXIP1,0.69105387
NUTF2,0.69105387
NRN1L,0.69105387
PSMB10,0.69105387
SLC12A4,0.69105387
MBD2,0.69105387
PRMT7,0.69105387
SMPD3,0.69105387
ZFP90,0.69105387
CDH3,0.69105387
CHTF8,0.69105387
SNTB2,0.69105387
TERF2,0.69105387
NFAT5,0.69105387
NQO1,0.69105387
NOB1,0.69105387
PDXDC2P-NPIPB14P,0.69105387
AARS,0.69105387
ST3GAL2,0.69105387
SF3B3,1.0540011
IL34,1.0540011
CMTR2,1.0540011
CALB2,1.0540011
ZNF19,1.0540011
DHODH,1.0540011
ZFHX3,1.0540011
PSMD7,1.0540011
CLEC18B,1.0540011
GLG1,1.0540011
ZNRF1,1.0540011
LDHD,1.0540011
TMEM170A,1.0540011
GABARAPL2,1.0540011
ADAT1,1.0540011
VAT1L,1.0540011
WWOX,1.0540011
CDYL2,1.0540011
CMC2,1.0540011
CENPN,1.0540011
CMIP,1.2749699
PLCG2,1.2749699
MPHOSPH6,1.2749699
CDH13,1.2749699
HSBP1,1.2749699
NECAB2,1.2749699
TAF1C,1.2749699
ADAD2,1.2749699
WFDC1,1.2749699
ATP2C2,1.2749699
COTL1,1.2749699
KLHL36,1.2749699
USP10,1.2749699
KIAA0513,1.2749699
GSE1,1.2749699
GINS2,1.2749699
C16orf74,1.2749699
COX4I1,1.2749699
C16orf95,1.2749699
FBXO31,1.2749699
MAP1LC3B,0.6083723
JPH3,0.6083723
KLHDC4,0.6083723
BANP,0.6083723
CYBA,0.6083723
MVD,0.6083723
SNAI3-AS1,0.6083723
CDT1,0.6083723
TRAPPC2L,0.6083723
CBFA2T3,0.6083723
ACSF3,0.6083723
SPG7,0.6083723
CPNE7,0.6083723
CHMP1A,0.6083723
SPATA33,0.6083723
VPS9D1,0.6083723
MC1R,0.6083723
TUBB3,0.6083723
DBNDD1,0.6083723
GAS8,0.6083723
DOC2B,1.1744598
RPH3AL,1.1744598
RFLNB,1.1744598
GLOD4,1.1744598
NXN,1.1744598
TIMM22,1.1744598
ABR,1.1744598
PITPNA,1.1744598
RILP,1.1744598
PRPF8,1.1744598
MIR22HG,1.1744598
SERPINF1,1.1744598
RTN4RL1,1.1744598
SRR,1.1744598
SGSM2,1.1744598
MNT,1.1744598
PAFAH1B1,1.1744598
RAP1GAP2,1.1744598
P2RX5,1.1744598
CAMKK1,1.1744598
ZZEF1,0.9938248
CYB5D2,0.9938248
ANKFY1,0.9938248
UBE2G1,0.9938248
SPNS2,0.9938248
MYBBP1A,0.9938248
ARRB2,0.9938248
MED11,0.9938248
ZMYND15,0.9938248
PSMB6,0.9938248
MINK1,0.9938248
SLC25A11,0.9938248
PFN1,0.9938248
ENO3,0.9938248
SPAG7,0.9938248
CAMTA2,0.9938248
ZNF232,0.9938248
NUP88,0.9938248
DHX33,0.9938248
DERL2,0.9938248
LOC728392,1.2670624
WSCD1,1.2670624
MED31,1.2670624
C17orf100,1.2670624
XAF1,1.2670624
ASGR2,1.2670624
ASGR1,1.2670624
DLG4,1.2670624
PHF23,1.2670624
GABARAP,1.2670624
CTDNEP1,1.2670624
YBX2,1.2670624
TMEM256,1.2670624
ZBTB4,1.2670624
TNFSF12,1.2670624
CD68,1.2670624
MPDU1,1.2670624
SOX15,1.2670624
SAT2,1.2670624
ATP1B2,1.2670624
EFNB3,1.2889841
DNAH2,1.2889841
TMEM88,1.2889841
CHD3,1.2889841
KCNAB3,1.2889841
PER1,1.2889841
TMEM107,1.2889841
CTC1,1.2889841
RPL26,1.2889841
NDEL1,1.2889841
MYH10,1.2889841
CFAP52,1.2889841
USP43,1.2889841
GLP2R,1.2889841
GAS7,1.2889841
PIRT,1.2889841
DNAH9,1.2889841
MAP2K4,1.2889841
ARHGAP44,1.2889841
COX10,1.2889841
ZNF286A,0.7771245
TBC1D26,0.7771245
MEIS3P1,0.7771245
MEIS3,0.7771245
ADORA2B,0.7771245
ZSWIM7,0.7771245
TTC19,0.7771245
PIGL,0.7771245
TRPV2,0.7771245
LRRC75A,0.7771245
ZNF624,0.7771245
USP32P1,0.7771245
PLD6,0.7771245
NT5M,0.7771245
RASD1,0.7771245
RAI1,0.7771245
SREBF1,0.7771245
MYO15A,0.7771245
TOP3A,0.7771245
SHMT1,0.7771245
LINC02076,1.0135919
LGALS9C,1.0135919
USP32P2,1.0135919
FAM106A,1.0135919
B9D1,1.0135919
MAPK7,1.0135919
SLC47A1,1.0135919
ALDH3A2,1.0135919
SPECC1,1.0135919
CCDC144CP,1.0135919
DHRS7B,1.0135919
MAP2K3,1.0135919
KCNJ12,1.0135919
C17orf51,1.0135919
NOS2,1.0135919
LYRM9,1.0135919
NLK,1.0135919
TMEM97,1.0135919
IFT20,1.0135919
TNFAIP1,1.0135919
POLDIP2,0.70301586
ALDOC,0.70301586
SGK494,0.70301586
RAB34,0.70301586
FAM222B,0.70301586
FLOT2,0.70301586
SEZ6,0.70301586
PIPOX,0.70301586
GIT1,0.70301586
CORO6,0.70301586
NSRP1,0.70301586
BLMH,0.70301586
CPD,0.70301586
ADAP2,0.70301586
RNF135,0.70301586
EVI2B,0.70301586
RAB11FIP4,0.70301586
COPRS,0.70301586
SUZ12,0.70301586
LRRC37B,0.70301586
RHBDL3,1.0280573
C17orf75,1.0280573
PSMD11,1.0280573
ASIC2,1.0280573
CCL2,1.0280573
TMEM132E,1.0280573
NLE1,1.0280573
SLFN5,1.0280573
SLFN11,1.0280573
AP2B1,1.0280573
ZNHIT3,1.0280573
MYO19,1.0280573
