gene_index,gene_id,chromosome,start_site,feature,strand
374,LOC124903842,NC_000001.11,11495948,gene,-
375,LINC01647,NC_000001.11,11609531,gene,+
376,FBXO2,NC_000001.11,11648387,gene,-
376,FBG1,NC_000001.11,11648387,gene,-
377,FBXO44,NC_000001.11,11654407,gene,+
377,FBG3,NC_000001.11,11654407,gene,+
378,FBXO6,NC_000001.11,11664200,gene,+
378,FBG2,NC_000001.11,11664200,gene,+
379,MAD2L2,NC_000001.11,11674480,gene,-
379,FANCV,NC_000001.11,11674480,gene,-
380,DRAXIN,NC_000001.11,11686635,gene,+
380,AGPA3119,NC_000001.11,11686635,gene,+
381,AGTRAP,NC_000001.11,11736136,gene,+
381,ATRAP,NC_000001.11,11736136,gene,+
382,LOC101060126,NC_000001.11,11761379,gene,-
383,C1orf167,NC_000001.11,11762193,gene,+
384,C1orf167-AS1,NC_000001.11,11777077,gene,-
385,MTHFR,NC_000001.11,11785723,gene,-
386,CLCN6,NC_000001.11,11806191,gene,+
386,CLC-6,NC_000001.11,11806191,gene,+
387,NPPA-AS1,NC_000001.11,11840319,gene,+
387,NPPA-AS,NC_000001.11,11840319,gene,+
388,NPPA,NC_000001.11,11845709,gene,-
388,ANF,NC_000001.11,11845709,gene,-
389,NPPB,NC_000001.11,11857464,gene,-
389,BNP,NC_000001.11,11857464,gene,-
390,SBF1P2,NC_000001.11,11877769,gene,+
391,RNU5E-1,NC_000001.11,11908154,gene,+
391,RNU5E,NC_000001.11,11908154,gene,+
392,RNU5E-4P,NC_000001.11,11909808,gene,-
393,LOC124903843,NC_000001.11,11911493,gene,+
394,KIAA2013,NC_000001.11,11919591,gene,-
395,PLOD1,NC_000001.11,11934717,gene,+
395,EDS6,NC_000001.11,11934717,gene,+
396,MFN2,NC_000001.11,11980444,gene,+
396,CMT2A,NC_000001.11,11980444,gene,+
397,MIIP,NC_000001.11,12019498,gene,+
397,IIP45,NC_000001.11,12019498,gene,+
398,MIR6729,NC_000001.11,12029158,gene,+
398,hsa-mir-6729,NC_000001.11,12029158,gene,+
399,RN7SL649P,NC_000001.11,12036740,gene,-
400,TNFRSF8,NC_000001.11,12063303,gene,+
400,CD30,NC_000001.11,12063303,gene,+
401,RNU6-777P,NC_000001.11,12077881,gene,-
402,RPL23AP89,NC_000001.11,12080250,gene,-
403,MIR7846,NC_000001.11,12166943,gene,+
403,hsa-mir-7846,NC_000001.11,12166943,gene,+
404,TNFRSF1B,NC_000001.11,12166991,gene,+
404,CD120b,NC_000001.11,12166991,gene,+
405,LOC124903844,NC_000001.11,12176179,gene,+
406,MIR4632,NC_000001.11,12191713,gene,+
407,RPL10P17,NC_000001.11,12220727,gene,-
408,LOC124900427,NC_000001.11,12221148,gene,-
409,VPS13D,NC_000001.11,12230030,gene,+
409,BLTP5D,NC_000001.11,12230030,gene,+
410,LOC124903845,NC_000001.11,12356724,gene,-
411,LOC124904680,NC_000001.11,12409168,gene,-
412,SNORA59A,NC_000001.11,12507246,gene,+
412,ACA59,NC_000001.11,12507246,gene,+
413,LINC02766,NC_000001.11,12525553,gene,+
414,DHRS3,NC_000001.11,12567910,gene,-
414,CNALPTC1,NC_000001.11,12567910,gene,-
415,RNU6ATAC18P,NC_000001.11,12569972,gene,-
416,MIR6730,NC_000001.11,12578957,gene,-
416,hsa-mir-6730,NC_000001.11,12578957,gene,-
417,AADACL4,NC_000001.11,12644085,gene,+
418,LOC124903846,NC_000001.11,12702894,gene,-
419,AADACL3,NC_000001.11,12716110,gene,+
420,LOC124904811,NC_000001.11,12739736,gene,+
421,CFAP107,NC_000001.11,12746200,gene,+
421,C1orf158,NC_000001.11,12746200,gene,+
422,PRAMEF12,NC_000001.11,12773738,gene,+
423,PRAMEF1,NC_000001.11,12791397,gene,+
424,LINC01784,NC_000001.11,12822686,gene,-
425,PRAMEF11,NC_000001.11,12824605,gene,-
426,PRAMEF30P,NC_000001.11,12838470,gene,-
427,HNRNPCL1,NC_000001.11,12847377,gene,-
427,HNRPCL1,NC_000001.11,12847377,gene,-
428,PRAMEF2,NC_000001.11,12857086,gene,+
428,DJ845O24.3,NC_000001.11,12857086,gene,+
429,PRAMEF4,NC_000001.11,12879212,gene,-
430,PRAMEF10,NC_000001.11,12892896,gene,-
431,PRAMEF7,NC_000001.11,12916610,gene,+
432,RNU6-1072P,NC_000001.11,12922554,gene,+
433,PRAMEF29P,NC_000001.11,12926162,gene,+
434,PRAMEF6,NC_000001.11,12938472,gene,-
435,PRAMEF28P,NC_000001.11,13029364,gene,+
436,PRAMEF27,NC_000001.11,13049476,gene,-
437,HNRNPCL3,NC_000001.11,13060769,gene,+
437,HNRNPCL2,NC_000001.11,13060769,gene,+
438,PRAMEF25,NC_000001.11,13070774,gene,+
439,PRAMEF34P,NC_000001.11,13094515,gene,-
440,PRAMEF35P,NC_000001.11,13104375,gene,-
441,HNRNPCL2,NC_000001.11,13115488,gene,-
441,HNRNPCP5,NC_000001.11,13115488,gene,-
442,PRAMEF36P,NC_000001.11,13127069,gene,+
443,PRAMEF26,NC_000001.11,13148907,gene,-
443,PRAMEF25,NC_000001.11,13148907,gene,-
444,HNRNPCL4,NC_000001.11,13163914,gene,-
444,HNRNPCL3,NC_000001.11,13163914,gene,-
445,PRAMEF9,NC_000001.11,13171848,gene,+
446,PRAMEF13,NC_000001.11,13196188,gene,-
447,PRAMEF18,NC_000001.11,13222695,gene,-
448,PRAMEF31P,NC_000001.11,13245837,gene,+
449,PRAMEF5,NC_000001.11,13254198,gene,+
449,PRAMEF23,NC_000001.11,13254198,gene,+
450,PRAMEF32P,NC_000001.11,13272907,gene,-
451,RNU6-771P,NC_000001.11,13279126,gene,-
451,RNU6-1185P,NC_000001.11,13279126,gene,-
452,PRAMEF8,NC_000001.11,13281304,gene,-
452,PRAMEF24,NC_000001.11,13281304,gene,-
453,PRAMEF33,NC_000001.11,13303539,gene,+
453,PRAMEF33P,NC_000001.11,13303539,gene,+
454,PRAMEF15,NC_000001.11,13315581,gene,+
455,PRAMEF14,NC_000001.11,13341892,gene,-
456,PRAMEF19,NC_000001.11,13368431,gene,-
457,PRAMEF17,NC_000001.11,13389632,gene,+
458,PRAMEF20,NC_000001.11,13410450,gene,+
458,PRAMEF21,NC_000001.11,13410450,gene,+
459,LRRC38,NC_000001.11,13474973,gene,-
460,LOC102724856,NC_000001.11,13487571,gene,+
461,LOC107984918,NC_000001.11,13513220,gene,+
462,BRWD1P1,NC_000001.11,13554913,gene,+
463,PDPN,NC_000001.11,13583757,gene,+
463,AGGRUS,NC_000001.11,13583757,gene,+
464,RNA5SP41,NC_000001.11,13623184,gene,-
464,RN5S41,NC_000001.11,13623184,gene,-
465,LOC105378612,NC_000001.11,13670194,gene,+
466,LOC105376756,NC_000001.11,13687047,gene,-
467,LOC124900446,NC_000001.11,13696070,gene,-
468,PRDM2,NC_000001.11,13700188,gene,+
468,HUMHOXY1,NC_000001.11,13700188,gene,+
469,KAZN,NC_000001.11,13892824,gene,+
469,C1orf196,NC_000001.11,13892824,gene,+
470,RNU6-1265P,NC_000001.11,14124233,gene,-
471,LOC107985467,NC_000001.11,14201945,gene,+
472,LOC124903847,NC_000001.11,14283514,gene,+
473,KAZN-AS1,NC_000001.11,14348955,gene,-
474,LOC124903850,NC_000001.11,14493049,gene,+
475,TBCAP2,NC_000001.11,14691937,gene,-
476,LOC105376759,NC_000001.11,14801407,gene,-
477,LOC124903848,NC_000001.11,14823121,gene,-
478,LOC107985469,NC_000001.11,14888740,gene,-
479,LOC124903849,NC_000001.11,14922372,gene,-
480,TMEM51-AS1,NC_000001.11,15111815,gene,-
480,C1orf126,NC_000001.11,15111815,gene,-
481,TMEM51,NC_000001.11,15152566,gene,+
481,C1orf72,NC_000001.11,15152566,gene,+
482,TMEM51-AS2,NC_000001.11,15164192,gene,-
482,C1orf195,NC_000001.11,15164192,gene,-
483,MFFP1,NC_000001.11,15191757,gene,-
484,ZBTB2P1,NC_000001.11,15226364,gene,+
485,FHAD1,NC_000001.11,15236521,gene,+
486,LOC124903853,NC_000001.11,15287356,gene,-
487,LOC124903852,NC_000001.11,15316844,gene,-
488,FHAD1-AS1,NC_000001.11,15326680,gene,-
489,LOC124903851,NC_000001.11,15334524,gene,-
490,EFHD2-AS1,NC_000001.11,15402979,gene,-
491,EFHD2,NC_000001.11,15409888,gene,+
491,SWS1,NC_000001.11,15409888,gene,+
492,CTRC,NC_000001.11,15438443,gene,+
492,CLCR,NC_000001.11,15438443,gene,+
493,CELA2A,NC_000001.11,15456732,gene,+
493,AOMS4,NC_000001.11,15456732,gene,+
494,LOC105376767,NC_000001.11,15463515,gene,-
495,CELA2B,NC_000001.11,15476104,gene,+
495,ELA2B,NC_000001.11,15476104,gene,+
496,CASP9,NC_000001.11,15491401,gene,-
496,APAF-3,NC_000001.11,15491401,gene,-
497,DNAJC16,NC_000001.11,15526848,gene,+
497,ERdj8,NC_000001.11,15526848,gene,+
498,SCARNA21B,NC_000001.11,15542166,gene,+
499,AGMAT,NC_000001.11,15571699,gene,-
500,LOC124903854,NC_000001.11,15588222,gene,-
501,CHCHD2P6,NC_000001.11,15604528,gene,+
502,LOC124904764,NC_000001.11,15607763,gene,-
503,RNU7-179P,NC_000001.11,15608078,gene,-
504,CD24P1,NC_000001.11,15609982,gene,-
504,CD24L1,NC_000001.11,15609982,gene,-
505,DDI2,NC_000001.11,15617458,gene,+
506,RSC1A1,NC_000001.11,15659713,gene,+
506,RS1,NC_000001.11,15659713,gene,+
507,PLEKHM2,NC_000001.11,15681506,gene,+
507,SKIP,NC_000001.11,15681506,gene,+
508,SLC25A34,NC_000001.11,15736258,gene,+
509,SLC25A34-AS1,NC_000001.11,15740051,gene,-
510,TMEM82,NC_000001.11,15742499,gene,+
511,FBLIM1,NC_000001.11,15756638,gene,+
511,CAL,NC_000001.11,15756638,gene,+
512,RPL12P14,NC_000001.11,15792727,gene,+
512,RPL12_1_13,NC_000001.11,15792727,gene,+
513,UQCRHL,NC_000001.11,15807374,gene,-
513,hCG25371,NC_000001.11,15807374,gene,-
514,RPS16P1,NC_000001.11,15828212,gene,+
514,RPS16_1_14,NC_000001.11,15828212,gene,+
515,SPEN-AS1,NC_000001.11,15834215,gene,-
516,SPEN,NC_000001.11,15847707,gene,+
516,HIAA0929,NC_000001.11,15847707,gene,+
517,LOC124904815,NC_000001.11,15910897,gene,+
518,ZBTB17,NC_000001.11,15941869,gene,-
518,MIZ-1,NC_000001.11,15941869,gene,-
519,LOC124903855,NC_000001.11,15949931,gene,+
520,TBC1D3P6,NC_000001.11,15994814,gene,+
521,SRARP,NC_000001.11,16004236,gene,+
521,C1orf64,NC_000001.11,16004236,gene,+
522,HSPB7,NC_000001.11,16014029,gene,-
522,cvHSP,NC_000001.11,16014029,gene,-
523,CLCNKA,NC_000001.11,16022036,gene,+
523,ClC-K1,NC_000001.11,16022036,gene,+
524,FAM131C2P,NC_000001.11,16034510,gene,-
525,CLCNKB,NC_000001.11,16043782,gene,+
525,ClC-K2,NC_000001.11,16043782,gene,+
526,FAM131C,NC_000001.11,16057769,gene,-
526,C1orf117,NC_000001.11,16057769,gene,-
527,EPHA2,NC_000001.11,16124337,gene,-
527,ARCC2,NC_000001.11,16124337,gene,-
528,EPHA2-AS1,NC_000001.11,16155215,gene,+
529,ARHGEF19,NC_000001.11,16197854,gene,-
529,WGEF,NC_000001.11,16197854,gene,-
530,ANO7L1,NC_000001.11,16215907,gene,-
531,CPLANE2,NC_000001.11,16231692,gene,-
531,C1orf89,NC_000001.11,16231692,gene,-
532,MT1XP1,NC_000001.11,16241080,gene,-
532,MTL1,NC_000001.11,16241080,gene,-
533,FBXO42,NC_000001.11,16246840,gene,-
533,Fbx42,NC_000001.11,16246840,gene,-
534,SZRD1,NC_000001.11,16367242,gene,+
534,C1orf144,NC_000001.11,16367242,gene,+
535,RPL22P3,NC_000001.11,16369093,gene,-
535,RPL22_1_15,NC_000001.11,16369093,gene,-
536,SPATA21,NC_000001.11,16395677,gene,-
536,spergen-2,NC_000001.11,16395677,gene,-
537,NECAP2,NC_000001.11,16440724,gene,+
538,LINC01772,NC_000001.11,16460948,gene,+
539,CROCCP3,NC_000001.11,16467436,gene,-
539,CROCCL2,NC_000001.11,16467436,gene,-
540,RNU1-1,NC_000001.11,16514122,gene,-
540,HSD1,NC_000001.11,16514122,gene,-
541,TRN-GTT5-1,NC_000001.11,16520585,gene,-
542,LINC01783,NC_000001.11,16533891,gene,-
543,RNU1-6P,NC_000001.11,16534081,gene,-
543,RNU1-6,NC_000001.11,16534081,gene,-
544,TRE-TTC4-1,NC_000001.11,16535279,gene,-
545,LOC124903856,NC_000001.11,16538986,gene,+
546,TRG-CCC1-1,NC_000001.11,16545939,gene,-
547,TRV-CAC11-1,NC_000001.11,16547665,gene,-
547,TRNAV39,NC_000001.11,16547665,gene,-
548,PDE4DIPP8,NC_000001.11,16548651,gene,-
549,LOC101056699,NC_000001.11,16553462,gene,+
549,TRK-CTT7-1,NC_000001.11,16553462,gene,+
550,NBPF1,NC_000001.11,16562423,gene,-
550,AB13,NC_000001.11,16562423,gene,-
551,LOC124900584,NC_000001.11,16618256,gene,-
552,CROCCP2,NC_000001.11,16632279,gene,-
553,MST1P2,NC_000001.11,16645574,gene,+
553,MSPL-1,NC_000001.11,16645574,gene,+
554,RNU1-3,NC_000001.11,16666785,gene,-
554,HSD4,NC_000001.11,16666785,gene,-
555,LOC124903857,NC_000001.11,16672506,gene,+
556,TRG-CCC4-1,NC_000001.11,16678271,gene,-
557,EIF1AXP1,NC_000001.11,16683091,gene,-
557,EIF1AP1,NC_000001.11,16683091,gene,-
558,ESPNP,NC_000001.11,16691218,gene,-
558,dJ1182A14.1,NC_000001.11,16691218,gene,-
559,LOC124903858,NC_000001.11,16699997,gene,+
560,TRV-CAC13-1,NC_000001.11,16725566,gene,+
560,TRNAV36P,NC_000001.11,16725566,gene,+
561,TRG-CCC5-1,NC_000001.11,16727285,gene,+
562,LOC124903859,NC_000001.11,16737350,gene,-
563,RNU1-4,NC_000001.11,16740516,gene,+
563,HSD2,NC_000001.11,16740516,gene,+
564,CROCCP4,NC_000001.11,16750235,gene,+
565,MST1L,NC_000001.11,16757120,gene,-
565,BRF-1,NC_000001.11,16757120,gene,-
566,PDE4DIPP9,NC_000001.11,16856711,gene,+
567,MIR3675,NC_000001.11,16858949,gene,-
568,TRV-CAC11-2,NC_000001.11,16860198,gene,+
568,TRNAV34P,NC_000001.11,16860198,gene,+
569,TRG-CCC1-2,NC_000001.11,16861921,gene,+
570,LOC124903860,NC_000001.11,16867228,gene,-
571,LINC03126,NC_000001.11,16872226,gene,+
572,TRE-TTC3-1,NC_000001.11,16872583,gene,+
573,RNU1-5P,NC_000001.11,16873708,gene,+
573,RNU1-5,NC_000001.11,16873708,gene,+
574,LOC107985101,NC_000001.11,16887335,gene,+
575,LOC105376805,NC_000001.11,16888538,gene,-
576,TRN-GTT4-1,NC_000001.11,16889677,gene,+
577,RNU1-2,NC_000001.11,16895980,gene,+
577,RNU1C1,NC_000001.11,16895980,gene,+
578,CROCC,NC_000001.11,16914085,gene,+
578,CROCC1,NC_000001.11,16914085,gene,+
579,MFAP2,NC_000001.11,16974502,gene,-
579,MAGP,NC_000001.11,16974502,gene,-
580,LOC105376806,NC_000001.11,16975861,gene,+
581,ATP13A2,NC_000001.11,16985958,gene,-
581,CLN12,NC_000001.11,16985958,gene,-
582,SDHB,NC_000001.11,17018722,gene,-
582,CWS2,NC_000001.11,17018722,gene,-
583,PADI2,NC_000001.11,17066761,gene,-
583,PAD-H19,NC_000001.11,17066761,gene,-
584,LOC124903861,NC_000001.11,17111776,gene,+
585,LOC105376808,NC_000001.11,17135665,gene,+
586,LINC02783,NC_000001.11,17189789,gene,+
587,PADI1,NC_000001.11,17205128,gene,+
587,HPAD10,NC_000001.11,17205128,gene,+
588,PADI3,NC_000001.11,17249098,gene,+
588,PAD3,NC_000001.11,17249098,gene,+
589,MIR3972,NC_000001.11,17277889,gene,+
590,PADI4,NC_000001.11,17308197,gene,+
590,PAD,NC_000001.11,17308197,gene,+
591,PADI6,NC_000001.11,17372196,gene,+
591,hPADVI,NC_000001.11,17372196,gene,+
592,RCC2,NC_000001.11,17406760,gene,-
592,TD-60,NC_000001.11,17406760,gene,-
593,RCC2-AS1,NC_000001.11,17406761,gene,+
593,LCPAT1,NC_000001.11,17406761,gene,+
594,LOC124903862,NC_000001.11,17440136,gene,-
595,LOC124904837,NC_000001.11,17449763,gene,+
596,ARHGEF10L,NC_000001.11,17513435,gene,+
596,GrinchGEF,NC_000001.11,17513435,gene,+
597,LINC02810,NC_000001.11,17717196,gene,+
598,ACTL8,NC_000001.11,17755333,gene,+
598,CT57,NC_000001.11,17755333,gene,+
599,LOC105376809,NC_000001.11,18000470,gene,-
600,LOC105376812,NC_000001.11,18043754,gene,+
601,LINC01654,NC_000001.11,18065657,gene,+
602,IGSF21,NC_000001.11,18107798,gene,+
603,IGSF21-AS1,NC_000001.11,18160053,gene,-
604,LOC124903864,NC_000001.11,18262567,gene,-
605,LOC124903863,NC_000001.11,18289108,gene,-
606,LOC124903865,NC_000001.11,18385743,gene,+
607,KLHDC7A,NC_000001.11,18480930,gene,+
608,DYNLL1P3,NC_000001.11,18513008,gene,+
609,PAX7,NC_000001.11,18630846,gene,+
609,CMYO19,NC_000001.11,18630846,gene,+
610,TAS1R2,NC_000001.11,18839599,gene,-
610,GPR71,NC_000001.11,18839599,gene,-
611,ALDH4A1,NC_000001.11,18871430,gene,-
611,ALDH4,NC_000001.11,18871430,gene,-
612,MIR4695,NC_000001.11,18883202,gene,-
613,MIR1290,NC_000001.11,18897071,gene,-
613,hsa-mir-1290,NC_000001.11,18897071,gene,-
614,LOC124903866,NC_000001.11,18902113,gene,+
615,IFFO2,NC_000001.11,18904280,gene,-
616,LOC105376815,NC_000001.11,18968194,gene,-
617,UBR4,NC_000001.11,19074510,gene,-
617,p600,NC_000001.11,19074510,gene,-
618,EMC1-AS1,NC_000001.11,19210386,gene,+
619,EMC1,NC_000001.11,19215660,gene,-
619,CAVIPMR,NC_000001.11,19215660,gene,-
620,MRTO4,NC_000001.11,19251805,gene,+
620,C1orf33,NC_000001.11,19251805,gene,+
621,AKR7L,NC_000001.11,19265982,gene,-
621,AFAR3,NC_000001.11,19265982,gene,-
622,AKR7A3,NC_000001.11,19274229,gene,-
622,AFAR2,NC_000001.11,19274229,gene,-
623,LOC124903867,NC_000001.11,19288060,gene,+
624,LOC100506730,NC_000001.11,19293247,gene,-
625,AKR7A2,NC_000001.11,19302708,gene,-
625,AFAR,NC_000001.11,19302708,gene,-
626,RNU6-1099P,NC_000001.11,19305077,gene,-
627,SLC66A1,NC_000001.11,19312326,gene,+
627,LAAT-1,NC_000001.11,19312326,gene,+
628,CAPZB,NC_000001.11,19338775,gene,-
628,CAPB,NC_000001.11,19338775,gene,-
629,LOC124903868,NC_000001.11,19408690,gene,+
630,RN7SL277P,NC_000001.11,19424384,gene,+
631,LOC124903869,NC_000001.11,19439898,gene,+
632,LOC105376819,NC_000001.11,19484520,gene,+
633,LOC105376818,NC_000001.11,19509890,gene,-
634,RNU4-28P,NC_000001.11,19510593,gene,+
635,LOC105376817,NC_000001.11,19512540,gene,-
636,LOC124904816,NC_000001.11,19532170,gene,-
637,MICOS10-DT,NC_000001.11,19591802,gene,-
638,MICOS10-NBL1,NC_000001.11,19596979,gene,+
638,C1orf151-NBL1,NC_000001.11,19596979,gene,+
639,MICOS10,NC_000001.11,19596979,gene,+
639,C1orf151,NC_000001.11,19596979,gene,+
640,RPS14P3,NC_000001.11,19607807,gene,+
640,RPS14_1_16,NC_000001.11,19607807,gene,+
641,NBL1,NC_000001.11,19643229,gene,+
641,D1S1733E,NC_000001.11,19643229,gene,+
642,HTR6,NC_000001.11,19664875,gene,+
642,5-HT6,NC_000001.11,19664875,gene,+
643,TMCO4,NC_000001.11,19682240,gene,-
644,RNF186,NC_000001.11,19814029,gene,-
645,RNF186-AS1,NC_000001.11,19814409,gene,+
646,LOC105376823,NC_000001.11,19860211,gene,-
647,OTUD3,NC_000001.11,19882395,gene,+
647,DUBA4,NC_000001.11,19882395,gene,+
648,PLA2G2E,NC_000001.11,19920009,gene,-
648,GIIE sPLA2,NC_000001.11,19920009,gene,-
649,RN7SL304P,NC_000001.11,19970969,gene,+
650,PLA2G2A,NC_000001.11,19975431,gene,-
650,MOM1,NC_000001.11,19975431,gene,-
651,PLA2G5,NC_000001.11,20028408,gene,+
651,FRFB,NC_000001.11,20028408,gene,+
652,LOC100419911,NC_000001.11,20038930,gene,+
653,PLA2G2D,NC_000001.11,20111939,gene,-
653,PLA2IID,NC_000001.11,20111939,gene,-
654,PLA2G2F,NC_000001.11,20139323,gene,+
654,GIIFsPLA2,NC_000001.11,20139323,gene,+
655,LOC117779438,NC_000001.11,20154214,gene,+
656,PLA2G2C,NC_000001.11,20163055,gene,-
656,UBXN10-AS1,NC_000001.11,20163055,gene,-
657,UBXN10,NC_000001.11,20183331,gene,+
657,UBXD3,NC_000001.11,20183331,gene,+
658,LOC105376825,NC_000001.11,20197306,gene,+
659,LOC105376826,NC_000001.11,20210715,gene,-
660,LINC01757,NC_000001.11,20243095,gene,+
661,LOC105376828,NC_000001.11,20271604,gene,+
662,VWA5B1,NC_000001.11,20290875,gene,+
663,LOC124903870,NC_000001.11,20339509,gene,+
664,LINC01141,NC_000001.11,20359801,gene,-
665,LOC124903871,NC_000001.11,20476222,gene,+
666,CAMK2N1,NC_000001.11,20482391,gene,-
666,PRO1489,NC_000001.11,20482391,gene,-
667,MUL1,NC_000001.11,20499448,gene,-
667,C1orf166,NC_000001.11,20499448,gene,-
668,RPS4XP4,NC_000001.11,20525952,gene,+
668,RPS4P4,NC_000001.11,20525952,gene,+
669,FAM43B,NC_000001.11,20552573,gene,+
670,CDA,NC_000001.11,20589097,gene,+
670,CDD,NC_000001.11,20589097,gene,+
671,PINK1,NC_000001.11,20633458,gene,+
671,BRPK,NC_000001.11,20633458,gene,+
672,MIR6084,NC_000001.11,20633679,gene,+
672,hsa-mir-6084,NC_000001.11,20633679,gene,+
673,PINK1-AS,NC_000001.11,20642657,gene,-
673,NAPINK1,NC_000001.11,20642657,gene,-
674,DDOST,NC_000001.11,20651777,gene,-
674,AGER1,NC_000001.11,20651777,gene,-
675,KIF17,NC_000001.11,20661630,gene,-
675,KIF17B,NC_000001.11,20661630,gene,-
676,SH2D5,NC_000001.11,20719731,gene,-
677,HP1BP3,NC_000001.11,20740266,gene,-
677,HP1-BP74,NC_000001.11,20740266,gene,-
678,EIF4G3,NC_000001.11,20806292,gene,-
678,eIF-4G 3,NC_000001.11,20806292,gene,-
679,RNU7-200P,NC_000001.11,20841241,gene,+
680,LOC105376830,NC_000001.11,20903705,gene,+
681,LOC105376829,NC_000001.11,20919271,gene,+
682,MIR1256,NC_000001.11,20988314,gene,-
682,hsa-mir-1256,NC_000001.11,20988314,gene,-
683,RPS15AP6,NC_000001.11,21003511,gene,-
683,RPS15A_1_18,NC_000001.11,21003511,gene,-
684,HSPE1P27,NC_000001.11,21161475,gene,+
685,ECE1,NC_000001.11,21217250,gene,-
685,ECE,NC_000001.11,21217250,gene,-
686,LOC124903872,NC_000001.11,21262083,gene,+
687,ECE1-AS1,NC_000001.11,21293290,gene,+
688,PPP1R11P1,NC_000001.11,21397800,gene,+
689,PDE4DIPP10,NC_000001.11,21411456,gene,-
690,LOC105376832,NC_000001.11,21412667,gene,-
691,NBPF2P,NC_000001.11,21423108,gene,-
692,HS6ST1P1,NC_000001.11,21428068,gene,+
692,HS6ST1P,NC_000001.11,21428068,gene,+
693,CROCCP5,NC_000001.11,21434320,gene,+
694,NBPF3,NC_000001.11,21436789,gene,+
694,AE2,NC_000001.11,21436789,gene,+
695,PFN1P10,NC_000001.11,21459424,gene,-
696,ALPL,NC_000001.11,21508984,gene,+
696,AP-TNAP,NC_000001.11,21508984,gene,+
697,LINC02596,NC_000001.11,21586448,gene,+
698,RAP1GAP,NC_000001.11,21596221,gene,-
698,RAP1GA1,NC_000001.11,21596221,gene,-
699,USP48,NC_000001.11,21678298,gene,-
699,DFNA85,NC_000001.11,21678298,gene,-
700,LOC124904736,NC_000001.11,21741140,gene,+
701,LDLRAD2,NC_000001.11,21812265,gene,+
702,HSPG2,NC_000001.11,21822244,gene,-
702,HSPG,NC_000001.11,21822244,gene,-
703,RPL21P29,NC_000001.11,21908058,gene,+
703,RPL21_1_19,NC_000001.11,21908058,gene,+
704,CELA3B,NC_000001.11,21977022,gene,+
704,CBPP,NC_000001.11,21977022,gene,+
705,RN7SL386P,NC_000001.11,21987481,gene,+
706,RNU6-1022P,NC_000001.11,21987816,gene,+
707,CELA3A,NC_000001.11,22001657,gene,+
707,ELA3,NC_000001.11,22001657,gene,+
708,RN7SL186P,NC_000001.11,22010650,gene,+
709,RNU6-776P,NC_000001.11,22010985,gene,+
710,LINC01635,NC_000001.11,22023994,gene,-
711,LINC00339,NC_000001.11,22025191,gene,+
711,HSPC157,NC_000001.11,22025191,gene,+
712,CDC42,NC_000001.11,22052709,gene,+
712,CDC42Hs,NC_000001.11,22052709,gene,+
713,MPHOSPH6P1,NC_000001.11,22068088,gene,-
714,WNT4,NC_000001.11,22117313,gene,-
714,SERKAL,NC_000001.11,22117313,gene,-
715,LOC105376845,NC_000001.11,22140953,gene,+
716,LOC105376850,NC_000001.11,22163343,gene,+
717,LOC107985377,NC_000001.11,22252565,gene,+
718,MIR4418,NC_000001.11,22266239,gene,+
719,PPIAP34,NC_000001.11,22322641,gene,-
720,LOC105376856,NC_000001.11,22416331,gene,-
721,ZBTB40,NC_000001.11,22428909,gene,+
721,ZNF923,NC_000001.11,22428909,gene,+
722,EPHA8,NC_000001.11,22563489,gene,+
722,EEK,NC_000001.11,22563489,gene,+
723,MIR6127,NC_000001.11,22633258,gene,-
723,hsa-mir-6127,NC_000001.11,22633258,gene,-
724,C1QA,NC_000001.11,22636463,gene,+
724,C1QD1,NC_000001.11,22636463,gene,+
725,C1QC,NC_000001.11,22643633,gene,+
725,C1Q-C,NC_000001.11,22643633,gene,+
726,C1QB,NC_000001.11,22653236,gene,+
726,C1QD2,NC_000001.11,22653236,gene,+
727,EPHB2,NC_000001.11,22710838,gene,+
727,BDPLT22,NC_000001.11,22710838,gene,+
728,MIR4684,NC_000001.11,22719517,gene,+
729,MIR4253,NC_000001.11,22863159,gene,-
730,LOC124903874,NC_000001.11,22883513,gene,-
731,LACTBL1,NC_000001.11,22953043,gene,-
732,TEX46,NC_000001.11,23010834,gene,-
732,C1orf234,NC_000001.11,23010834,gene,-
733,KDM1A,NC_000001.11,23019468,gene,+
733,AOF2,NC_000001.11,23019468,gene,+
734,MIR3115,NC_000001.11,23044305,gene,+
734,mir-3115,NC_000001.11,23044305,gene,+
735,LUZP1,NC_000001.11,23083642,gene,-
735,LUZP,NC_000001.11,23083642,gene,-
736,RNU6-514P,NC_000001.11,23162704,gene,+
737,RNU6-135P,NC_000001.11,23163953,gene,+
738,HTR1D,NC_000001.11,23191895,gene,-
738,5-HT1D,NC_000001.11,23191895,gene,-
739,RPL29P6,NC_000001.11,23244729,gene,+
739,RPL29_1_20,NC_000001.11,23244729,gene,+
740,LINC01355,NC_000001.11,23281309,gene,-
740,HYPAL,NC_000001.11,23281309,gene,-
741,HNRNPR,NC_000001.11,23304688,gene,-
741,hnRNP-R,NC_000001.11,23304688,gene,-
742,ZNF436,NC_000001.11,23359448,gene,-
742,Zfp46,NC_000001.11,23359448,gene,-
743,ZNF436-AS1,NC_000001.11,23368971,gene,+
743,C1orf213,NC_000001.11,23368971,gene,+
744,TCEA3,NC_000001.11,23380909,gene,-
744,TFIIS,NC_000001.11,23380909,gene,-
